Soil_Type,Sunlight_Hours,Water_Frequency,Fertilizer_Type,Temperature,Humidity,Growth_Milestone
clay,9.954901012950252,bi-weekly,organic,21.74908557928458,59.25002357389501,0
clay,9.562005807545772,weekly,organic,32.41376910914879,60.789864914283484,0
sandy,7.239742781683358,weekly,none,16.670498293600374,69.0164147073898,1
sandy,9.052199766258529,weekly,chemical,19.22251885116075,52.9425312010684,1
clay,7.125747863632253,weekly,chemical,30.049366751729885,43.66564450762407,0
loam,7.741514128016558,daily,none,16.02587697962431,55.938582276009484,1
clay,4.5347465926960995,bi-weekly,organic,24.850707614285785,32.73762836970504,1
sandy,8.531622522980847,weekly,none,23.842140693594402,65.89589273286344,1
loam,4.766280901811409,daily,none,21.688023579774974,34.77524045352787,0
loam,8.95640578151517,bi-weekly,organic,22.891446306378477,43.11371351543273,1
sandy,8.692168526022314,bi-weekly,none,25.59881173860466,62.62981522504484,0
sandy,8.252468186457858,daily,none,18.22734716776766,53.89249513322847,0
sandy,4.216962283148573,daily,none,26.439917565671855,45.74542081109769,0
clay,5.818770135671972,weekly,organic,31.108646585999725,48.937426375000854,0
clay,5.578675419465057,bi-weekly,chemical,30.20321859580318,64.18189572808721,0
loam,6.160818444829115,bi-weekly,chemical,18.077998093875472,43.60017544239568,1
sandy,4.525856480583031,daily,organic,17.984989394829476,64.78598739248685,0
loam,9.621746938186376,bi-weekly,chemical,20.363487354898268,33.52537723906766,0
loam,7.322813444274257,weekly,none,22.221494526820745,61.07193748834523,0
loam,5.8331458639481415,bi-weekly,chemical,23.169111628169652,63.90190532218946,1
loam,6.381889102445701,daily,none,28.593944336666905,37.27270611349355,1
sandy,6.683215243029014,daily,chemical,16.13360864331671,47.21386129488802,1
loam,7.6035660001637035,weekly,organic,15.693454084521328,36.61999098654623,1
sandy,7.094076566178987,weekly,chemical,22.838211258878182,58.26416515976871,1
sandy,9.516351839286504,bi-weekly,chemical,28.94327384275961,51.41391072246627,1
clay,6.981780897434982,bi-weekly,chemical,18.868706859129652,55.41293386833284,1
sandy,9.952948088939877,daily,organic,27.830089625125034,37.85947867824844,0
clay,9.108549746470574,weekly,chemical,20.19656275880599,38.46983448209678,0
sandy,5.251063086144015,weekly,organic,32.721722176270326,31.659893020396254,1
sandy,9.583571287863498,weekly,none,32.91379888533233,42.88270140782919,0
sandy,4.698198387312857,bi-weekly,chemical,20.94574408562653,52.389786453347,0
clay,8.904698250947149,weekly,organic,19.599875079264812,64.31739655989315,1
clay,6.283739760859481,daily,organic,23.226079441324625,56.67709789834723,0
loam,9.267845922670418,daily,chemical,19.810631703602972,47.41585293599006,0
